ValuationID,PropertyID,ValuationDate,LandValue,BuildingValue,TotalValue
9358,25512,,,,
9359,25512,2013-10-18,,,
9360,25512,2015-12-20,,,
9361,25512,2016-01-05,,,
9362,25512,2017-03-28,,,
9363,25512,2010-10-10,,,
9364,25512,2013-01-27,,,
9365,25512,2014-09-01,,,
9366,25512,2013-07-04,,,
9367,25512,2012-06-13,,,
9368,25512,,,,
9369,25512,2013-02-28,,,
9370,25512,2011-02-24,,,
9371,25512,2013-05-25,,,
9372,25512,2016-07-22,,,
9373,25512,,,,
9374,25512,2016-10-21,,,
9375,25512,,,,
9376,25512,2013-02-15,,,
9377,25512,2016-12-03,,,
9378,25512,2012-03-10,,,
9379,25512,2016-04-30,,,
9380,25512,2013-01-19,,,
9381,25512,2017-05-16,,,
9382,25512,2010-10-29,,,
9383,25512,2014-09-01,,,
9384,25512,2017-07-14,,,
9385,25512,2012-08-26,,,
9386,25512,2011-04-18,,,
9387,25512,2013-01-28,,,
9388,25512,,,,
9389,25512,2017-06-06,,,
9390,25512,2015-02-27,,,
9391,25512,2014-02-18,,,
9392,25512,2012-10-08,,,
9393,25512,2014-10-11,,,
9394,25512,2016-12-03,,,
9395,25512,2012-07-19,,,
9396,25512,,,,
9397,25512,,,,
9398,25512,,,,
9399,25512,2017-09-11,,,
9400,25512,2011-01-10,,,
9401,25512,2010-07-16,,,
9402,25512,2013-06-15,,,
9403,25512,2014-03-13,,,
9404,25512,2017-07-04,28000,150500,178500
9405,25512,2012-03-19,28000,150500,178500
9406,25512,2010-02-06,28000,131600,166100
9407,25512,2014-10-05,28000,131600,166100
9408,25512,2015-03-22,,,
9409,25512,2015-01-02,,,
9410,25512,2014-10-19,,,
9411,25512,2015-01-23,25000,136000,161000
9412,25512,2014-04-13,25000,136000,161000
9413,25512,2013-07-21,25000,135700,160700
9414,25512,,25000,135700,160700
9415,25512,2016-05-30,,,
9416,25512,2010-02-17,,,
9417,25512,2017-03-22,25000,117800,142800
9418,25512,2012-06-18,,,
9419,25512,2010-02-10,25000,89600,126400
9420,25512,2014-03-15,25000,89600,126400
9421,25512,2012-04-08,25000,115500,141100
9422,25512,2014-09-28,30000,85600,117200
9423,25512,2016-07-03,30000,85600,117200
9424,25512,2017-01-19,28000,56700,87300
9425,25512,2010-03-24,28000,147300,175300
9426,25512,2011-10-19,28000,239400,267400
9427,25512,2010-04-08,28000,128100,162200
9428,25512,2011-02-07,28000,155800,189500
9429,25512,2015-10-09,28000,168100,197900
9430,25512,2013-09-25,,,
9431,25512,2010-12-31,,,
9432,25512,2013-09-16,32200,148200,180400
9433,25512,2011-08-12,,,
9434,25512,,,,
9435,25512,2016-12-23,28000,160000,188000
9436,25512,2010-12-04,28000,161600,189600
9437,25512,2014-02-26,28000,117400,145400
9438,25512,2014-05-06,32200,184900,224200
9439,25512,2010-06-17,25000,147600,172600
9440,25512,2011-03-12,25000,158400,183400
9441,25512,2013-07-04,25000,0,25000
9442,25512,2017-03-29,25000,90200,115200
9443,25512,2017-06-13,25000,104000,129000
9444,25512,2014-02-23,25000,98900,123900
9445,25512,2017-09-29,25000,98900,123900
9446,25512,2010-12-11,25000,98900,123900
9447,25512,2013-03-19,,,
9448,25512,2011-06-03,25000,124100,149100
9449,25512,2011-08-30,25000,182600,207600
9450,25512,2015-11-02,25000,168600,194500
9451,25512,2013-02-19,35000,218000,286900
9452,25512,2017-07-09,35000,218000,286900
9453,25512,2015-08-31,25000,67400,92400
9454,25512,2010-08-22,25000,169100,194100
9455,25512,2014-12-16,30000,55300,85300
9456,25512,2015-12-26,30000,45000,76300
9457,25512,2015-06-19,30000,44600,74600
9458,25512,2010-04-24,25000,60800,85800
9459,25512,2012-06-22,25000,75300,100300
9460,25512,2015-07-14,23000,0,23000
9461,25512,2015-12-21,25000,45100,70100
9462,25512,2014-05-16,25000,87000,119000
9463,25512,2013-08-28,30000,86900,118500
9464,25512,2012-12-08,25000,94300,131100
9465,25512,2012-12-03,23000,63800,86800
9466,25512,2014-10-28,,,
9467,25512,2014-02-15,25000,60600,85600
9468,25512,,25000,82300,107300
9469,25512,2013-11-21,25000,82300,107300
9470,25512,2014-04-09,25000,124400,149400
9471,25512,2011-06-03,25000,98300,123300
9472,25512,,,,
9473,25512,2011-08-12,,,
9474,25512,,25000,108700,133900
9475,25512,2014-03-11,25000,128200,153200
9476,25512,2013-12-27,25000,0,25000
9477,25512,2017-08-07,25000,44300,78100
9478,25512,2016-09-18,25000,38000,63000
9479,25512,2017-01-05,25000,73600,98600
9480,25512,2015-07-01,25000,96900,121900
9481,25512,2010-01-18,25000,155100,180100
9482,25512,2011-04-12,,,
9483,25512,2012-09-29,25000,74900,100600
9484,25512,2016-03-09,,,
9485,25512,2010-02-04,,,
9486,25512,2016-05-14,,,
9487,25512,2014-10-23,25000,96400,121400
9488,25512,,25000,96400,121400
9489,25512,2014-01-28,25000,141100,166100
9490,25512,,25000,141100,166100
9491,25512,2015-03-10,25000,133500,158500
9492,25512,2017-09-02,25000,133500,158500
9493,25512,,25000,133500,158500
9494,25512,2014-04-08,25000,0,25000
9495,25512,2016-05-17,25000,0,25000
9496,25512,2011-01-21,,,
9497,25512,2017-05-05,25000,49600,74600
9498,25512,2012-03-18,,,
9499,25512,2013-05-15,25000,235100,260100
9500,25512,2010-06-05,25000,104700,129700
9501,25512,2011-03-05,25000,62600,87600
9502,25512,2012-01-06,25000,0,25000
9503,25512,2010-04-13,,,
9504,25512,2010-09-06,25000,98000,123000
9505,25512,2012-01-13,,,
9506,25512,2015-10-18,,,
9507,25512,2012-01-12,,,
9508,25512,2014-01-05,,,
9509,25512,,,,
9510,25512,,,,
9511,25512,2017-11-20,,,
9512,25512,2013-02-12,,,
9513,25512,2015-01-02,,,
9514,25512,2012-09-10,,,
9515,25512,2011-08-11,,,
9516,25512,2010-10-10,,,
9517,25512,2016-08-05,,,
9518,25512,2014-03-28,,,
9519,25512,2016-08-04,,,
9520,25512,2015-10-12,,,
9521,25512,2016-11-26,,,
9522,25512,2016-08-21,,,
9523,25512,2014-11-22,,,
9524,25512,2010-07-31,,,
9525,25512,,,,
9526,25512,2013-04-08,,,
9527,25512,2014-01-27,,,
9528,25512,2013-09-05,,,
9529,25512,2016-07-30,,,
9530,25512,2010-08-23,,,
9531,25512,2016-06-07,,,
9532,25512,2016-10-30,,,
9533,25512,2015-07-30,,,
9534,25512,2011-08-16,,,
9535,25512,2010-04-13,,,
9536,25512,2016-12-12,,,
9537,25512,2011-03-23,,,
9538,25512,2016-01-03,,,
9539,25512,2011-12-02,,,
9540,25512,2010-06-04,,,
9541,25512,2012-02-04,,,
9542,25512,,,,
9543,25512,2015-11-08,,,
9544,25512,2013-10-02,,,
9545,25512,2013-10-24,,,
9546,25512,2017-03-18,,,
9547,25512,2016-08-16,,,
9548,25512,2010-03-09,,,
9549,25512,2012-06-25,25000,58200,84000
9550,25512,,,,
9551,25512,2016-12-14,,,
9552,25512,2014-09-27,25000,271900,305300
9553,25512,2013-01-21,25000,271900,305300
9554,25512,2015-01-06,25000,271900,305300
9555,25512,2017-05-07,25000,271900,296900
9556,25512,2015-05-21,25000,51900,76900
9557,25512,2016-09-02,,,
9558,25512,2012-07-13,,,
9559,25512,,,,
9560,25512,,25000,109000,134000
9561,25512,2017-01-16,25000,0,25000
9562,25512,2015-06-16,25000,96500,128900
9563,25512,,25000,96500,128900
9564,25512,2015-12-05,25000,96500,128900
9565,25512,2010-09-08,25000,104300,129300
9566,25512,,25000,104300,129300
9567,25512,2016-07-18,25000,176400,205700
9568,25512,2013-01-12,25000,110900,135900
9569,25512,2016-06-03,25000,110900,135900
9570,25512,2013-11-10,25000,80600,105600
9571,25512,2013-04-06,25000,0,25000
9572,25512,,25000,0,25000
9573,25512,2011-04-13,25000,167100,192100
9574,25512,2016-01-10,,,
9575,25512,2015-05-13,,,
9576,25512,2010-08-18,25000,70000,95000
9577,25512,2013-05-20,25000,70000,95000
9578,25512,2017-10-04,25000,49400,74400
9579,25512,2011-10-10,25000,81100,108000
9580,25512,2013-08-14,,,
9581,25512,2017-07-10,25000,109000,149300
9582,25512,2015-12-12,25000,0,25000
9583,25512,2012-12-24,25000,174500,199500
9584,25512,2017-04-09,25000,174500,199500
9585,25512,,25000,174500,199500
9586,25512,2017-07-19,25000,86500,111500
9587,25512,2011-06-17,25000,114500,139500
9588,25512,,25000,126300,151300
9589,25512,2016-01-21,25000,126300,151300
9590,25512,2012-04-11,25000,89300,122700
9591,25512,2016-05-16,25000,272200,310100
9592,25512,2016-12-06,25000,272200,310100
9593,25512,2015-10-08,25000,144100,169100
9594,25512,2017-09-19,,,
9595,25512,2016-07-02,25000,59900,89200
9596,25512,2011-06-20,,,
9597,25512,2014-08-19,,,
9598,25512,2015-08-29,25000,167600,196800
9599,25512,2015-05-10,25000,78900,103900
9600,25512,,25000,260700,290400
9601,25512,2013-10-14,25000,56700,81700
9602,25512,,25000,0,25000
9603,25512,2017-07-22,25000,0,25000
9604,25512,2011-05-31,25000,67500,92500
9605,25512,2011-12-27,25000,131100,156100
9606,25512,2013-05-06,25000,66100,93000
9607,25512,2011-06-20,25000,93800,118800
9608,25512,2010-07-25,,,
9609,25512,2013-07-14,,,
9610,25512,2015-04-26,25000,136000,161000
9611,25512,,25000,178700,207200
9612,25512,2012-02-23,25000,58400,83400
9613,25512,2012-05-04,,,
9614,25512,,,,
9615,25512,2017-09-06,25000,41300,67300
9616,25512,2013-01-17,25000,63500,91400
9617,25512,2017-12-28,25000,0,25000
9618,25512,2016-11-09,,,
9619,25512,2015-06-11,30000,183400,213400
9620,25512,2015-01-31,25000,0,25000
9621,25512,2011-12-13,,,
9622,25512,2013-06-10,20400,0,20400
9623,25512,2010-01-15,20400,0,20400
9624,25512,2015-01-25,25000,116000,145800
9625,25512,,25000,116000,145800
9626,25512,2013-12-28,25000,253100,278100
9627,25512,,25000,253100,278100
9628,25512,2012-06-08,23000,95600,118600
9629,25512,2010-02-16,25000,121700,146700
9630,25512,2017-08-15,25000,121700,146700
9631,25512,2012-07-31,25000,126400,151400
9632,25512,2010-12-20,25000,126400,151400
9633,25512,2017-04-14,25000,37400,62400
9634,25512,,,,
9635,25512,2017-10-04,25000,194000,219000
9636,25512,2013-04-19,25000,35100,62100
9637,25512,2015-12-18,25000,76800,109900
9638,25512,2014-12-18,,,
9639,25512,2012-05-21,25000,38900,63900
9640,25512,2015-10-21,25000,27500,53300
9641,25512,2012-12-23,25000,89000,120700
9642,25512,2016-12-28,25000,32500,58500
9643,25512,2015-09-09,25000,79700,104700
9644,25512,2014-11-17,25000,0,25000
9645,25512,2015-11-08,9200,37900,47100
9646,25512,2010-08-07,25000,43500,68500
9647,25512,2015-01-08,25000,65200,90200
9648,25512,2016-04-09,23000,38600,61600
9649,25512,2012-11-06,23000,246300,269300
9650,25512,2013-09-15,23000,246300,269300
9651,25512,2017-08-29,,,
9652,25512,2016-07-10,,,
9653,25512,2015-04-17,,,
9654,25512,,,,
9655,25512,2017-10-20,,,
9656,25512,2010-04-28,,,
9657,25512,2016-11-15,25000,62600,87600
9658,25512,2014-04-25,,,
9659,25512,2013-11-04,,,
9660,25512,2013-11-19,25000,33900,58900
9661,25512,2011-04-19,,,
9662,25512,2014-10-30,,,
9663,25512,,25000,108000,133000
9664,25512,2011-11-12,25000,80500,105500
9665,25512,2011-08-12,,,
9666,25512,2013-11-10,,,
9667,25512,2012-04-25,26000,125900,151900
9668,25512,2011-02-23,26000,69100,95100
9669,25512,2016-11-17,26000,89300,119100
9670,25512,2014-12-14,26000,85000,111000
9671,25512,2017-01-24,26000,113800,139800
9672,25512,2010-05-11,26000,120400,146400
9673,25512,2017-08-31,26000,120400,146400
9674,25512,2017-06-29,26000,114100,140600
9675,25512,2013-12-27,26000,132000,158000
9676,25512,2017-02-20,26000,102300,128300
9677,25512,2012-01-19,26000,102300,128300
9678,25512,2012-11-23,26000,0,26000
9679,25512,2015-03-16,26000,0,26000
9680,25512,2013-06-19,30000,92800,122800
9681,25512,,30000,0,30000
9682,25512,2010-02-16,30000,124100,154100
9683,25512,2012-01-06,25000,41500,66500
9684,25512,2017-11-04,25000,68400,93400
9685,25512,2017-02-16,25000,67900,92900
9686,25512,2013-02-11,25000,67900,92900
9687,25512,2011-11-22,25000,68400,93400
9688,25512,2010-05-26,25000,67900,92900
9689,25512,2015-05-22,25000,67900,92900
9690,25512,2017-07-03,9200,37900,47100
9691,25512,2017-10-15,9200,42000,51200
9692,25512,2017-05-29,25000,226700,251700
9693,25512,2015-01-19,25000,226700,251700
9694,25512,2010-06-17,,,
9695,25512,2014-08-22,,,
9696,25512,2012-05-01,,,
9697,25512,2015-11-22,,,
9698,25512,2010-11-08,,,
9699,25512,2017-10-22,,,
9700,25512,2010-07-14,,,
9701,25512,2012-07-07,,,
9702,25512,2012-01-12,,,
9703,25512,2016-06-09,,,
9704,25512,2017-01-13,,,
9705,25512,2010-06-07,,,
9706,25512,2014-08-11,,,
9707,25512,2012-01-03,,,
9708,25512,2013-01-10,,,
9709,25512,2012-07-10,,,
9710,25512,2011-09-13,,,
9711,25512,2011-07-24,,,
9712,25512,2017-02-27,,,
9713,25512,2011-07-07,,,
9714,25512,2012-11-30,,,
9715,25512,2011-11-02,,,
9716,25512,2013-06-21,,,
9717,25512,2010-01-01,,,
9718,25512,2012-07-20,,,
9719,25512,2013-03-08,,,
9720,25512,2014-08-19,,,
9721,25512,2010-11-30,,,
9722,25512,2013-05-11,,,
9723,25512,2015-08-11,,,
9724,25512,2015-03-05,,,
9725,25512,2017-07-17,,,
9726,25512,,,,
9727,25512,2015-03-21,,,
9728,25512,2011-12-30,,,
9729,25512,,,,
9730,25512,2015-11-25,,,
9731,25512,2017-11-12,,,
9732,25512,,,,
9733,25512,2014-05-01,,,
9734,25512,2015-11-21,,,
9735,25512,2012-12-11,,,
9736,25512,2016-08-24,,,
9737,25512,2012-11-27,,,
9738,25512,2013-08-09,,,
9739,25512,2017-01-03,26000,71100,97100
9740,25512,2014-10-13,26000,71100,97100
9741,25512,2011-10-31,26000,163100,189100
9742,25512,2013-06-03,26000,163100,189100
9743,25512,2010-01-04,26000,0,26000
9744,25512,2011-02-15,26000,0,26000
9745,25512,2013-11-02,26000,0,26000
9746,25512,2014-06-19,26000,166200,192200
9747,25512,2010-04-06,26000,166200,192200
9748,25512,2017-08-31,26000,129400,155400
9749,25512,2017-08-13,33000,112000,145200
9750,25512,2017-12-10,26000,192800,218800
9751,25512,2014-11-09,26000,192800,218800
9752,25512,2017-06-12,26000,141400,175600
9753,25512,2017-02-08,26000,141400,175600
9754,25512,2017-10-29,26000,87400,113400
9755,25512,2014-11-26,26000,87400,113400
9756,25512,2011-05-01,26000,67300,97300
9757,25512,2017-05-25,26000,99700,127400
9758,25512,2013-02-05,26000,60600,86600
9759,25512,2012-04-29,26000,107900,137700
9760,25512,2017-08-21,26000,107900,137700
9761,25512,2010-06-25,26000,107900,137700
9762,25512,2015-10-03,26000,82900,112400
9763,25512,2014-07-30,26000,69800,95800
9764,25512,2016-11-15,26000,158600,184600
9765,25512,2016-12-02,26000,158600,184600
9766,25512,2016-06-09,26000,158600,184600
9767,25512,,30000,124200,157900
9768,25512,2017-09-10,30000,72000,102000
9769,25512,2011-09-13,30000,179700,209700
9770,25512,,30000,104900,135600
9771,25512,2010-08-09,30000,104900,135600
9772,25512,2012-03-30,30000,158300,189800
9773,25512,,30000,156400,187300
9774,25512,2012-10-12,30000,87400,117400
9775,25512,2010-03-07,30000,87400,117400
9776,25512,2011-08-17,30000,111100,141100
9777,25512,2011-05-08,30000,111100,141100
9778,25512,2014-05-22,30000,111100,141100
9779,25512,2016-03-10,30000,117200,152300
9780,25512,2015-02-07,30000,86000,117200
9781,25512,2015-01-28,30000,86000,117200
9782,25512,2011-04-04,30000,166400,196400
9783,25512,2017-08-15,30000,166400,196400
9784,25512,2015-05-07,30000,101300,131300
9785,25512,2012-02-21,30000,111500,169200
9786,25512,,30000,165000,195000
9787,25512,2012-05-18,30000,165000,195000
9788,25512,2016-01-06,33000,203100,236100
9789,25512,2015-03-27,33000,203100,236100
9790,25512,,33000,203100,236100
9791,25512,2015-02-11,30000,137200,167200
9792,25512,2013-07-13,30000,289900,319900
9793,25512,,30000,289900,319900
9794,25512,2013-12-25,30000,204800,234800
9795,25512,2014-01-12,38000,136700,179200
9796,25512,2011-05-04,30000,133500,163500
9797,25512,2014-08-23,30000,99200,129200
9798,25512,2016-12-19,30000,105800,135800
9799,25512,2015-05-19,30000,105800,135800
9800,25512,2010-02-14,33000,112800,145800
9801,25512,2010-01-08,30000,98700,128700
9802,25512,2012-06-29,30000,110200,140200
9803,25512,2013-11-12,32000,96500,128500
9804,25512,2012-08-23,32000,138000,170000
9805,25512,2017-02-14,32000,138000,170000
9806,25512,2011-03-19,26000,163000,192500
9807,25512,2012-04-16,26000,120800,148700
9808,25512,,,,
9809,25512,2013-08-26,26000,69000,95000
9810,25512,2015-07-28,26000,100800,128700
9811,25512,2015-11-29,26000,120900,147300
9812,25512,2013-09-09,26000,127300,154900
9813,25512,2013-11-21,26000,267900,297600
9814,25512,2017-07-25,26000,267900,297600
9815,25512,2012-05-31,26000,267900,297600
9816,25512,2012-09-14,26000,110000,136000
9817,25512,2017-12-29,,,
9818,25512,2017-04-30,30000,80700,121700
9819,25512,2011-02-08,,,
9820,25512,2012-10-02,30000,89900,140600
9821,25512,2012-09-18,,,
9822,25512,2016-03-13,30000,113000,147600
9823,25512,2015-04-12,,,
9824,25512,2010-11-01,30000,112800,142800
9825,25512,2016-05-26,30000,99800,129800
9826,25512,2012-02-15,32000,163700,195700
9827,25512,2012-11-24,32000,101900,133900
9828,25512,2015-09-30,32000,142700,175300
9829,25512,2017-12-09,32000,126300,158300
9830,25512,2011-04-02,32000,88700,120700
9831,25512,,32000,78000,110000
9832,25512,2015-04-19,32000,193000,225000
9833,25512,2012-01-01,32000,117400,149400
9834,25512,,32000,204700,249900
9835,25512,2014-05-08,32000,204700,249900
9836,25512,2014-08-02,32000,125000,157000
9837,25512,2010-12-21,32000,143200,177300
9838,25512,2013-11-05,32000,143200,177300
9839,25512,2012-04-08,32000,143200,177300
9840,25512,2011-01-08,32000,119300,156900
9841,25512,2013-12-22,,,
9842,25512,2014-06-10,,,
9843,25512,2013-09-23,,,
9844,25512,2017-12-29,,,
9845,25512,2016-07-06,,,
9846,25512,2014-06-24,15000,52200,67200
9847,25512,2015-05-23,30000,0,30000
9848,25512,2010-03-28,30000,81900,111900
9849,25512,2013-11-01,30000,14600,63600
9850,25512,2017-04-06,30000,161500,191500
9851,25512,2014-08-18,,,
9852,25512,2010-07-06,,,
9853,25512,2011-01-18,,,
9854,25512,2010-09-12,,,
9855,25512,2012-06-09,30000,200400,230400
9856,25512,2010-04-30,30000,200400,230400
9857,25512,2017-03-13,30000,190000,220000
9858,25512,2011-03-31,30000,196300,226300
9859,25512,2016-01-12,30000,196300,226300
9860,25512,,30000,157100,187100
9861,25512,2011-07-17,30000,0,30000
9862,25512,2016-12-11,,,
9863,25512,2016-01-23,30000,203200,233200
9864,25512,2017-05-09,30000,203200,233200
9865,25512,2010-06-16,30000,180100,210100
9866,25512,2013-06-13,30000,205400,235400
9867,25512,2012-03-12,30000,205400,235400
9868,25512,2010-08-20,30000,253500,283500
9869,25512,2016-03-16,30000,253500,283500
9870,25512,2015-02-20,30000,115200,149400
9871,25512,2010-08-04,30000,257100,289300
9872,25512,2016-09-09,30000,257100,289300
9873,25512,2010-07-16,22500,117800,143600
9874,25512,2015-04-29,22500,75600,101100
9875,25512,2016-04-28,22500,70400,92900
9876,25512,2010-08-29,22500,82900,115100
9877,25512,,22500,0,22500
9878,25512,2012-12-24,30000,0,30700
9879,25512,2013-08-04,30000,0,30700
9880,25512,2013-06-15,30000,94800,130200
9881,25512,2012-02-14,30000,0,30000
9882,25512,2012-04-28,30000,145600,176700
9883,25512,2016-08-01,30000,145600,176700
9884,25512,2011-04-16,34500,102700,150900
9885,25512,2015-10-06,30000,78500,108500
9886,25512,2011-06-21,30000,78500,108500
9887,25512,2012-07-07,30000,220900,250900
9888,25512,2011-11-24,30000,107800,137800
9889,25512,2012-05-17,30000,90600,130700
9890,25512,2016-01-21,30000,136000,166000
9891,25512,2010-03-30,30000,0,30000
9892,25512,,30000,0,30000
9893,25512,2016-11-14,,,
9894,25512,2014-10-07,,,
9895,25512,2012-03-08,30000,94000,124000
9896,25512,2014-10-22,,,
9897,25512,2012-03-06,30000,111000,141000
9898,25512,2013-08-01,30000,142200,172200
9899,25512,2016-08-02,,,
9900,25512,2016-03-03,30000,66100,96100
9901,25512,2015-07-12,30000,78800,108800
9902,25512,,30000,78800,108800
9903,25512,,30000,78800,108800
9904,25512,2012-11-30,,,
9905,25512,2014-02-12,,,
9906,25512,2010-01-31,22500,69200,91700
9907,25512,2016-11-16,3000,0,3000
9908,25512,2015-11-12,22500,125700,148200
9909,25512,2013-11-29,18200,287400,307100
9910,25512,2015-03-27,18200,287400,307100
9911,25512,2012-06-10,18200,112900,131100
9912,25512,2013-11-08,18200,112900,131100
9913,25512,2010-03-03,27000,70100,97100
9914,25512,2010-06-16,1500,0,1500
9915,25512,,1800,0,1800
9916,25512,2017-02-10,27000,50900,77900
9917,25512,2011-03-31,27000,98200,127400
9918,25512,2016-05-06,27000,72600,99600
9919,25512,2017-11-05,16400,129200,145600
9920,25512,2010-12-30,16400,0,16400
9921,25512,2012-09-04,16400,124400,140800
9922,25512,2016-02-12,16400,130100,146500
9923,25512,2012-01-08,,,
9924,25512,2017-05-30,,,
9925,25512,2015-04-13,27000,0,27000
9926,25512,2011-04-12,27000,0,27000
9927,25512,2011-08-27,27000,70000,100800
9928,25512,2010-12-14,14700,68900,85200
9929,25512,,18200,99700,117900
9930,25512,2010-10-14,16400,53400,69800
9931,25512,2010-09-05,16400,121900,153700
9932,25512,2010-10-14,16400,121900,153700
9933,25512,2013-07-17,16400,121900,153700
9934,25512,2012-01-23,16400,48900,65300
9935,25512,,16400,128600,145000
9936,25512,2010-03-03,29900,111600,141900
9937,25512,2010-02-03,29900,111600,141900
9938,25512,2011-02-26,29900,302000,331900
9939,25512,2010-11-06,29900,302000,331900
9940,25512,2013-03-19,29900,31400,61300
9941,25512,2017-05-23,29900,280700,311300
9942,25512,2012-01-02,29900,280700,311300
9943,25512,2011-08-19,45000,79700,124700
9944,25512,2013-08-07,45000,157300,202300
9945,25512,2017-09-21,45000,157300,202300
9946,25512,2016-02-13,45000,250000,295000
9947,25512,,45000,250000,295000
9948,25512,2013-01-11,40500,131000,171500
9949,25512,2017-08-17,45000,134100,179100
9950,25512,2010-01-14,49500,44700,94200
9951,25512,2010-05-10,45000,187200,235700
9952,25512,2017-05-28,45000,177800,222800
9953,25512,,45000,177800,222800
9954,25512,2012-03-31,16400,107100,123500
9955,25512,2012-10-14,27000,282300,309300
9956,25512,2016-01-15,,,
9957,25512,2016-12-20,,,
9958,25512,2012-07-04,,,
9959,25512,2015-12-23,,,
9960,25512,2010-09-26,,,
9961,25512,2017-01-21,,,
9962,25512,2014-03-13,,,
9963,25512,2010-09-22,,,
9964,25512,2012-02-16,,,
9965,25512,2017-02-16,,,
9966,25512,,,,
9967,25512,2011-08-27,,,
9968,25512,2011-01-16,,,
9969,25512,,,,
9970,25512,,,,
9971,25512,2010-06-07,,,
9972,25512,2014-11-13,,,
9973,25512,2010-11-17,,,
9974,25512,2013-08-17,,,
9975,25512,2017-03-19,,,
9976,25512,2012-02-20,45000,294100,339100
9977,25512,2010-01-27,,,
9978,25512,2016-04-26,,,
9979,25512,2017-03-25,30000,75300,105300
9980,25512,2014-04-24,,,
9981,25512,2012-01-16,,,
9982,25512,2014-09-29,30000,196700,226700
9983,25512,2015-10-13,30000,196700,226700
9984,25512,2015-04-24,,,
9985,25512,2015-08-26,,,
9986,25512,2010-09-07,,,
9987,25512,2016-12-07,,,
9988,25512,2014-01-24,,,
9989,25512,2012-10-21,,,
9990,25512,2014-12-20,,,
9991,25512,2017-08-15,45000,258200,303200
9992,25512,2011-09-05,,,
9993,25512,2015-05-07,45000,223900,268900
9994,25512,2017-03-29,45000,223900,268900
9995,25512,2010-02-25,45000,574400,636700
9996,25512,,45000,0,45000
9997,25512,,45000,53200,98200
9998,25512,2014-05-09,45000,57900,107000
9999,25512,2015-04-25,45000,57900,107000
10000,25512,,45000,57900,107000
10001,25512,2014-12-30,,,
10002,25512,2017-03-02,45000,144700,189700
10003,25512,2015-11-24,40500,356900,397400
10004,25512,2013-05-10,40500,356900,397400
10005,25512,2010-04-11,40500,352000,392500
10006,25512,2015-01-24,40500,36300,76800
10007,25512,2011-11-14,45000,223000,268000
10008,25512,2011-02-05,,,
10009,25512,2016-10-26,45000,67700,113800
10010,25512,2015-12-15,45000,67700,113800
10011,25512,2016-09-28,45000,0,45000
10012,25512,2015-08-21,45000,0,45000
10013,25512,2012-08-29,58500,78300,139400
10014,25512,2014-10-30,58500,78300,139400
10015,25512,2012-05-28,45000,158100,203100
10016,25512,2015-10-26,,,
10017,25512,2011-02-11,,,
10018,25512,2017-11-23,54000,116900,170900
10019,25512,2017-10-23,54000,76000,130000
10020,25512,2013-05-22,54000,88300,142300
10021,25512,2014-10-27,40500,329200,378700
10022,25512,2016-06-15,,,
10023,25512,,,,
10024,25512,2011-04-27,45000,0,45000
10025,25512,2014-01-12,,,
10026,25512,2012-12-05,45000,0,45000
10027,25512,2016-08-21,45000,0,45000
10028,25512,2012-08-03,45000,325200,370200
10029,25512,2010-12-29,45000,325200,370200
10030,25512,2011-12-13,45000,325200,370200
10031,25512,2013-01-03,45000,61200,106200
10032,25512,2011-02-14,45000,61200,106200
10033,25512,,45000,46400,91400
10034,25512,,40500,65600,106700
10035,25512,2011-03-16,45000,160300,213700
10036,25512,2013-03-28,45000,46700,91700
10037,25512,2011-03-01,45000,57400,102400
10038,25512,2010-11-01,,,
10039,25512,2013-09-11,,,
10040,25512,2017-07-31,49500,0,49500
10041,25512,2015-10-16,,,
10042,25512,2016-01-04,,,
10043,25512,,40500,24100,64900
10044,25512,2010-06-10,45000,41600,86600
10045,25512,2014-10-26,,,
10046,25512,2015-10-29,45000,212400,257400
10047,25512,2014-09-29,49500,367900,417400
10048,25512,2011-01-28,45000,56400,101400
10049,25512,,40500,56300,96800
10050,25512,2014-05-23,45000,0,45000
10051,25512,2015-07-28,45000,43800,88800
10052,25512,2014-03-28,45000,43800,88800
10053,25512,2011-12-15,20300,282800,303100
10054,25512,2015-06-02,45000,202000,247000
10055,25512,2010-01-24,49500,372200,421700
10056,25512,2013-03-12,,,
10057,25512,2016-07-23,,,
10058,25512,2010-09-09,,,
10059,25512,2014-04-15,,,
10060,25512,2012-10-04,45000,0,45000
10061,25512,2011-04-11,45000,54900,99900
10062,25512,2016-05-27,45000,0,45000
10063,25512,2013-03-19,,,
10064,25512,2015-12-06,45000,147200,196200
10065,25512,2015-05-23,45000,124100,169100
10066,25512,2014-02-17,45000,124100,169100
10067,25512,2013-05-17,45000,246900,291900
10068,25512,2013-01-31,45000,233200,284400
10069,25512,2015-07-19,45000,172300,217300
10070,25512,2010-02-24,,,
10071,25512,2012-11-02,,,
10072,25512,2017-01-20,,,
10073,25512,2015-03-10,,,
10074,25512,2015-07-29,25000,102900,127900
10075,25512,2010-06-16,,,
10076,25512,2017-09-26,25000,66500,91500
10077,25512,2012-01-27,,,
10078,25512,2016-07-25,,,
10079,25512,2010-01-13,25000,59900,84900
10080,25512,2011-06-19,25000,40600,65600
10081,25512,2013-09-13,30000,270200,300200
10082,25512,2011-01-05,30000,270200,300200
10083,25512,2017-09-14,30000,0,30000
10084,25512,2015-09-23,25000,128100,153100
10085,25512,2013-01-19,,,
10086,25512,,,,
