RentalID,PropertyID,ClientID,RentalPrice,RentalStartDate,RentalEndDate
16545,37239,50060,1685.53,2018-01-01,2018-01-26
16546,35321,19439,982.75,2014-01-01,2013-12-13
16547,31995,34826,,2016-01-01,2016-01-05
16548,31240,27902,2305.06,2014-01-01,2013-12-03
16549,1815,31978,824.66,2011-01-01,2011-01-27
16550,49925,12145,2082.74,2012-01-01,2011-12-22
16551,42238,46559,1330.78,2014-01-01,2014-01-25
16552,6706,51679,711.73,2018-01-01,2018-01-28
16553,8600,6954,1488.93,2011-01-01,2011-01-29
16554,4489,43032,1772.56,2013-01-01,2012-12-27
16555,46022,33958,2950.72,2011-01-01,2010-12-25
16556,17079,51330,1898.23,2017-01-01,2016-12-04
16557,20443,14313,2150.63,2018-01-01,2018-01-22
16558,36637,29807,809.28,2013-01-01,2013-01-08
16559,10351,39274,2982.4,2012-01-01,2012-01-07
16560,962,3358,2906.53,2016-01-01,2016-01-19
16561,47337,27675,1229.65,2014-01-01,2013-12-10
16562,35670,41782,2906.43,2017-01-01,2017-01-24
16563,26036,21958,1558.51,2015-01-01,2015-01-12
16564,6587,34606,1356.86,2010-01-01,2010-01-28
16565,7934,26919,1834.91,2012-01-01,2011-12-22
16566,48869,4875,2944.32,2011-01-01,2010-12-26
16567,43743,50793,2580.26,2013-01-01,2012-12-02
16568,30847,40825,2302.83,2018-01-01,2018-01-14
16569,49239,985,2431.03,2014-01-01,2013-12-07
16570,12431,12072,1293.87,2016-01-01,2015-12-15
16571,41480,43570,1561.84,2013-01-01,2013-01-25
16572,28334,10795,1421.47,2016-01-01,2015-12-21
16573,54197,28066,2093.91,2014-01-01,2014-01-18
16574,47376,32078,1748.88,2015-01-01,2015-01-16
16575,1082,52847,2357.98,2015-01-01,2014-12-23
16576,42115,28907,1839.92,2015-01-01,2014-12-04
16577,16736,19989,2663.88,2018-01-01,2018-01-29
16578,1843,30535,1496.02,2012-01-01,2012-01-03
16579,52693,12595,1626.5,2012-01-01,2012-01-15
16580,40342,33228,2724.15,2014-01-01,2014-01-28
16581,52747,20969,1414.7,2013-01-01,2012-12-14
16582,31850,24507,899.15,2014-01-01,2014-01-10
16583,24619,17759,,2011-01-01,2011-01-31
16584,36059,21055,1429.23,2012-01-01,2011-12-05
16585,49159,3536,1126.75,2015-01-01,2015-01-03
16586,44115,47752,1761.36,2015-01-01,2014-12-07
16587,56262,43531,1460.61,2013-01-01,2013-01-16
16588,13003,30863,,2012-01-01,2012-01-10
16589,49113,45980,2433.05,2014-01-01,2014-01-15
16590,29468,35070,1536.55,2011-01-01,2011-01-28
16591,20996,11819,2945.76,2010-01-01,2010-01-02
16592,43125,6389,1569.81,2013-01-01,2013-01-13
16593,34830,40906,2411.69,2011-01-01,2011-01-09
16594,20405,21624,2608.89,2016-01-01,2016-01-18
16595,44272,12670,1053.1,2018-01-01,2018-01-22
16596,31394,33296,1322.68,2017-01-01,2017-01-23
16597,1243,19282,2927.09,2012-01-01,2012-01-14
16598,3187,41107,1670.44,2017-01-01,2016-12-14
16599,21665,350,1207.02,2013-01-01,2012-12-26
16600,29260,38130,1191.74,2017-01-01,2017-01-23
16601,26561,49289,616.88,2014-01-01,2013-12-02
16602,39532,49946,1577.17,2012-01-01,2012-01-20
16603,50565,32100,2672.42,2016-01-01,2015-12-23
16604,36523,21650,2055.04,2013-01-01,2013-01-03
16605,45733,9381,957.79,2011-01-01,2011-01-21
16606,47144,34389,588.11,2015-01-01,2015-01-18
16607,14293,22374,2405.4,2014-01-01,2013-12-20
16608,43678,37141,1670.19,2016-01-01,2015-12-20
16609,22066,50149,712.36,2012-01-01,2011-12-25
16610,51742,13016,1158.68,2016-01-01,2016-01-02
16611,18351,16736,,2014-01-01,2013-12-17
16612,33759,28750,1881.4,2011-01-01,2011-01-20
16613,48391,51189,2489.68,2013-01-01,2013-01-14
16614,49001,23862,2906.85,2017-01-01,2016-12-11
16615,26475,18960,,2010-01-01,2010-01-21
16616,27648,43619,1062.06,2015-01-01,2014-12-04
16617,17189,13197,590.21,2013-01-01,2013-01-22
16618,16154,24678,871.77,2011-01-01,2011-01-23
16619,35820,14686,761.92,2011-01-01,2010-12-30
16620,27053,53025,2785.32,2011-01-01,2011-01-21
16621,29545,49092,2380.58,2013-01-01,2012-12-09
16622,16766,23476,1989.73,2012-01-01,2011-12-26
16623,43969,38165,,2014-01-01,2013-12-23
16624,25130,20577,1950.29,2014-01-01,2014-01-24
16625,52839,45833,2770.54,2011-01-01,2011-01-28
16626,17921,33715,875.21,2011-01-01,2011-01-26
16627,46211,4038,2265.97,2017-01-01,2017-01-05
16628,2693,42100,569.02,2016-01-01,2015-12-13
16629,41959,43186,903.51,2013-01-01,2012-12-06
16630,53162,46052,1789.18,2010-01-01,2010-01-17
16631,7733,29893,2781.02,2016-01-01,2016-01-02
16632,39701,31360,1450.15,2010-01-01,2010-01-05
16633,20791,19467,,2013-01-01,2012-12-03
16634,18144,2543,,2012-01-01,2011-12-15
16635,10812,8610,,2016-01-01,2015-12-11
16636,54807,4076,,2011-01-01,2010-12-21
16637,22928,28993,859.15,2016-01-01,2015-12-24
16638,55245,45370,703.1,2011-01-01,2010-12-15
16639,50652,35838,1126.57,2011-01-01,2011-01-29
16640,33102,10306,1502.39,2013-01-01,2013-01-10
16641,19798,53256,1226.62,2016-01-01,2016-01-14
16642,15146,6890,1184.16,2015-01-01,2014-12-20
16643,1927,41099,764.06,2015-01-01,2014-12-09
16644,26691,22384,1220.74,2017-01-01,2017-01-16
16645,19547,18235,,2014-01-01,2014-01-15
16646,23061,16873,1227.59,2012-01-01,2011-12-04
16647,55238,37898,2659.44,2017-01-01,2017-01-09
16648,11978,52126,1755.32,2016-01-01,2016-01-03
16649,36128,43206,2617,2012-01-01,2011-12-14
16650,50819,24958,854.32,2018-01-01,2017-12-18
16651,30375,31826,1963.9,2013-01-01,2012-12-17
16652,52614,19986,2256.29,2013-01-01,2013-01-23
16653,10237,27260,890.44,2015-01-01,2014-12-05
16654,25551,38456,1891.32,2018-01-01,2017-12-22
16655,25093,24198,2614.22,2017-01-01,2017-01-04
16656,40898,40538,1776.84,2011-01-01,2011-01-26
16657,55577,5149,2555.82,2015-01-01,2014-12-18
16658,46302,6966,743.03,2011-01-01,2011-01-06
16659,35978,22609,1590.63,2013-01-01,2013-01-04
16660,15709,43039,1987.74,2015-01-01,2014-12-24
16661,2030,35454,1281.14,2013-01-01,2012-12-25
16662,24129,3763,1683.6,2017-01-01,2017-01-28
16663,32861,48462,503,2016-01-01,2016-01-14
16664,14960,6218,760.6,2010-01-01,2010-01-18
16665,13658,24362,2279.78,2011-01-01,2010-12-28
16666,7231,22275,,2015-01-01,2014-12-20
16667,35023,20141,995.9,2010-01-01,2010-01-01
16668,35276,52557,1365.41,2017-01-01,2017-01-12
16669,1731,1590,2458.7,2014-01-01,2013-12-22
16670,11880,19047,2872.15,2018-01-01,2018-01-28
16671,37829,34350,989.23,2013-01-01,2013-01-12
16672,20708,19814,1219.1,2013-01-01,2013-01-14
16673,44472,26942,1942.52,2017-01-01,2017-01-16
16674,56402,27085,789.91,2017-01-01,2017-01-08
16675,13465,11158,1720.61,2013-01-01,2013-01-08
16676,47727,5864,2590.82,2012-01-01,2012-01-23
16677,40886,50158,528.14,2013-01-01,2012-12-15
16678,46856,48775,2726.9,2013-01-01,2013-01-20
16679,55835,14494,2443.37,2011-01-01,2010-12-21
16680,17536,10062,2425.82,2011-01-01,2011-01-04
16681,174,16334,1951.8,2013-01-01,2013-01-24
16682,11204,6130,,2012-01-01,2012-01-04
16683,18611,22680,1711.66,2012-01-01,2012-01-18
16684,17767,32902,2203.58,2014-01-01,2013-12-08
16685,52356,14471,2055.65,2012-01-01,2012-01-14
16686,31812,26192,2838.74,2014-01-01,2013-12-26
16687,50404,37379,1813.86,2012-01-01,2011-12-28
16688,34259,41428,1336.05,2015-01-01,2014-12-26
16689,22227,42348,545.69,2013-01-01,2012-12-16
16690,30371,52265,1503.23,2018-01-01,2018-01-23
16691,47729,109,545.53,2013-01-01,2012-12-08
16692,11026,20217,2473.6,2011-01-01,2011-01-25
16693,11573,41393,,2017-01-01,2016-12-10
16694,35588,44715,507.02,2016-01-01,2015-12-12
16695,8396,31667,2321.66,2016-01-01,2016-01-25
16696,11364,8912,1699.84,2013-01-01,2012-12-10
16697,52931,19538,2152.6,2012-01-01,2012-01-31
16698,27007,25338,1926.25,2015-01-01,2015-01-01
16699,37811,32983,1781.08,2012-01-01,2011-12-07
16700,52655,17449,1790.64,2014-01-01,2014-01-19
16701,24067,39890,,2012-01-01,2011-12-16
16702,37713,33708,,2015-01-01,2014-12-16
16703,10147,52600,2228.11,2010-01-01,2009-12-20
16704,37030,18172,1728.72,2012-01-01,2011-12-23
16705,36611,50924,860.65,2012-01-01,2012-01-27
16706,13802,2504,548.71,2012-01-01,2011-12-31
16707,23867,50055,2454.77,2011-01-01,2010-12-17
16708,31579,22422,573.5,2012-01-01,2012-01-26
16709,26111,29920,1475.15,2014-01-01,2013-12-21
16710,9118,28653,1171.7,2018-01-01,2018-01-13
16711,55261,17346,1944.39,2013-01-01,2012-12-27
16712,8031,43957,1261.19,2015-01-01,2014-12-09
16713,11347,4395,2661.23,2018-01-01,2018-01-10
16714,32923,43445,1508.05,2016-01-01,2015-12-30
16715,49536,10166,2195.89,2015-01-01,2015-01-21
16716,3970,25893,2563.73,2012-01-01,2012-01-11
16717,47380,44343,794.45,2012-01-01,2011-12-10
16718,25269,19607,,2011-01-01,2010-12-20
16719,3822,24844,2482.55,2016-01-01,2016-02-01
16720,40111,15093,1824.32,2015-01-01,2015-01-18
16721,56007,52750,1722.98,2015-01-01,2015-01-14
16722,19829,40081,,2011-01-01,2010-12-23
16723,12079,41105,1494.67,2013-01-01,2012-12-16
16724,17088,18168,1186.97,2014-01-01,2013-12-03
16725,32431,958,654.4,2015-01-01,2014-12-24
16726,7715,46080,2411.1,2012-01-01,2012-01-16
16727,2300,9192,1694.12,2017-01-01,2017-01-27
16728,35708,45639,1953.66,2017-01-01,2016-12-29
16729,52185,43489,630.98,2017-01-01,2016-12-18
16730,12571,29766,2067.87,2017-01-01,2016-12-12
16731,26239,18706,2280.01,2011-01-01,2011-01-05
16732,16032,34008,,2013-01-01,2013-01-04
16733,55170,37522,974.27,2010-01-01,2010-01-23
16734,1852,1587,2773.24,2013-01-01,2012-12-12
16735,24233,38890,,2014-01-01,2013-12-17
16736,12728,42646,915.69,2018-01-01,2018-01-11
16737,46760,5585,1672.91,2013-01-01,2012-12-13
16738,4526,33046,1441.13,2017-01-01,2017-01-26
16739,46716,26784,2722.59,2010-01-01,2010-01-08
16740,23517,40690,513.68,2017-01-01,2017-01-04
16741,13339,25075,1981.45,2014-01-01,2013-12-17
16742,12858,5325,1690.64,2011-01-01,2011-01-15
16743,12898,26767,2906.88,2017-01-01,2017-01-13
16744,53197,7469,2046.03,2017-01-01,2017-01-12
16745,23238,30300,2987.73,2012-01-01,2011-12-08
16746,9097,31015,1626.92,2012-01-01,2011-12-24
16747,6442,6718,2216.59,2014-01-01,2013-12-22
16748,43627,25797,1916.9,2015-01-01,2015-01-29
16749,13107,27509,2875.52,2010-01-01,2009-12-26
16750,47710,23456,1106.3,2016-01-01,2016-01-31
16751,7701,7128,2121.7,2012-01-01,2011-12-15
16752,36099,49275,2027.96,2013-01-01,2013-01-28
16753,49954,42845,1159.49,2015-01-01,2015-01-23
16754,5260,36952,1577.35,2017-01-01,2017-01-16
16755,39019,3555,2336.56,2011-01-01,2011-01-04
16756,5880,18465,727.04,2013-01-01,2012-12-28
16757,14848,46903,,2017-01-01,2017-01-07
16758,5955,1748,2304.7,2015-01-01,2015-01-16
16759,13868,3110,2956.9,2013-01-01,2013-01-17
16760,10459,15399,786.99,2014-01-01,2014-01-06
16761,16009,18983,2888.24,2015-01-01,2014-12-17
16762,6825,35115,870.98,2012-01-01,2012-01-27
16763,45631,35182,518.54,2011-01-01,2010-12-20
16764,45218,20908,2220.79,2014-01-01,2014-01-29
16765,54460,2461,,2018-01-01,2017-12-14
16766,14093,20899,2879.06,2017-01-01,2016-12-31
16767,3505,14921,1234.35,2011-01-01,2010-12-12
16768,39219,11765,1108.29,2015-01-01,2014-12-12
16769,16182,37707,2211.57,2016-01-01,2016-01-08
16770,45802,21940,917.04,2017-01-01,2016-12-26
16771,41556,14987,1789.6,2013-01-01,2013-01-22
16772,14356,31958,,2012-01-01,2011-12-07
16773,45025,42334,1720.73,2010-01-01,2010-01-24
16774,23428,27553,,2015-01-01,2014-12-11
16775,53946,25021,1067.59,2010-01-01,2010-01-11
16776,48490,37258,1957.48,2013-01-01,2013-02-01
16777,48042,23368,2589.08,2011-01-01,2011-01-15
16778,12945,18524,2877.55,2015-01-01,2014-12-30
16779,12765,38478,1786.14,2017-01-01,2016-12-14
16780,8120,46462,2492.12,2011-01-01,2011-01-05
16781,12704,34744,2672.14,2016-01-01,2015-12-06
16782,4177,32880,2380.09,2011-01-01,2010-12-20
16783,30211,45167,2814.16,2011-01-01,2011-01-15
16784,30616,32293,2272.27,2013-01-01,2013-01-22
16785,35659,27726,2356.73,2018-01-01,2018-01-20
16786,14116,2116,,2010-01-01,2010-01-04
16787,39454,29705,1229.45,2016-01-01,2016-01-08
16788,9038,39931,,2014-01-01,2014-01-21
16789,8959,22327,1142.1,2014-01-01,2014-01-14
16790,42744,49145,2294.32,2011-01-01,2010-12-06
16791,40452,41198,,2012-01-01,2012-01-25
16792,15581,19495,927.49,2014-01-01,2014-01-16
16793,54266,49464,,2013-01-01,2013-01-02
16794,434,24218,1124.07,2013-01-01,2012-12-18
16795,35814,5611,2121.86,2012-01-01,2012-01-12
16796,51021,38151,1715.9,2018-01-01,2017-12-02
16797,50890,47220,1277.79,2010-01-01,2009-12-19
16798,27626,40249,725.7,2017-01-01,2016-12-20
16799,53378,34356,2208.71,2015-01-01,2014-12-08
16800,18399,35062,910.63,2017-01-01,2016-12-10
16801,21294,13687,894.91,2015-01-01,2015-01-15
16802,40643,27481,1213.5,2010-01-01,2009-12-06
16803,51939,8230,2595.97,2014-01-01,2013-12-14
16804,48613,17631,2066.32,2014-01-01,2013-12-14
16805,23820,1883,2251.79,2015-01-01,2014-12-08
16806,41351,28156,2301.94,2011-01-01,2010-12-30
16807,42725,1374,2552.87,2013-01-01,2013-01-26
16808,54043,22752,2196.55,2016-01-01,2016-01-05
16809,25852,37583,2164.05,2016-01-01,2016-01-09
16810,8827,27444,1613.74,2014-01-01,2013-12-15
16811,34816,5230,,2012-01-01,2011-12-21
16812,29392,35358,2250.15,2017-01-01,2017-01-15
16813,20725,2650,1952.44,2015-01-01,2015-01-26
16814,6627,6263,653.96,2013-01-01,2013-01-20
16815,51677,32810,553.04,2016-01-01,2016-01-21
16816,53387,3613,2052.99,2011-01-01,2010-12-12
16817,53237,33685,699.18,2011-01-01,2011-01-18
16818,2317,38108,1883.38,2013-01-01,2013-01-14
16819,41293,2113,2143.98,2014-01-01,2014-01-14
16820,9702,40608,,2017-01-01,2016-12-03
16821,49239,21022,1066.59,2017-01-01,2017-01-29
16822,25984,43384,2465.66,2017-01-01,2017-01-21
16823,42033,14086,1186.54,2017-01-01,2016-12-31
16824,42551,42893,689.53,2017-01-01,2017-01-22
16825,56033,53675,2320.21,2015-01-01,2015-01-13
16826,29779,6689,750.76,2017-01-01,2016-12-29
16827,22681,3382,1112.06,2017-01-01,2016-12-12
16828,37473,40298,2978.74,2017-01-01,2017-01-04
16829,48205,51547,2709.56,2011-01-01,2011-01-09
16830,28492,27055,581.08,2018-01-01,2018-01-12
16831,32479,12307,2546.62,2011-01-01,2011-01-05
16832,14360,52581,1675.27,2015-01-01,2015-01-23
16833,22022,1685,2977.84,2012-01-01,2012-01-29
16834,5908,45941,,2016-01-01,2016-01-01
16835,52301,9792,1698.14,2014-01-01,2013-12-03
16836,17934,6664,2354,2015-01-01,2015-01-16
16837,34567,30613,1647.67,2010-01-01,2010-01-11
16838,11890,50688,,2011-01-01,2011-01-22
16839,52742,32921,,2017-01-01,2017-01-06
16840,16772,44258,1148.63,2011-01-01,2010-12-24
16841,30068,106,1042.73,2016-01-01,2015-12-21
16842,50317,37760,1270.34,2012-01-01,2012-01-22
16843,3835,10270,2216.36,2013-01-01,2013-01-27
16844,53405,26626,2186.41,2010-01-01,2010-01-27
16845,33301,2376,622.29,2017-01-01,2017-01-16
16846,32465,38852,,2015-01-01,2014-12-29
16847,37783,48343,,2017-01-01,2016-12-24
16848,27179,22510,2988.82,2016-01-01,2015-12-04
16849,5167,19897,1443.44,2016-01-01,2016-01-19
16850,51236,41298,2757.55,2016-01-01,2016-02-01
16851,55844,41509,2889.21,2010-01-01,2010-01-05
16852,33832,29484,,2015-01-01,2014-12-07
16853,19513,2942,2859.18,2017-01-01,2017-01-09
16854,54475,755,2650.59,2011-01-01,2010-12-29
16855,32489,27337,2320.93,2015-01-01,2015-01-29
16856,11637,47331,1591.37,2012-01-01,2012-01-17
16857,25916,19178,1580.12,2013-01-01,2013-01-20
16858,5538,29339,1022.49,2010-01-01,2010-02-01
16859,9902,43080,1046.74,2011-01-01,2011-01-10
16860,44432,40725,685.68,2014-01-01,2013-12-05
16861,52637,15397,925.13,2017-01-01,2017-01-31
16862,24345,37734,587.58,2014-01-01,2014-01-09
16863,10315,16230,1790.94,2017-01-01,2017-01-22
16864,996,158,2933.45,2011-01-01,2010-12-24
16865,25893,48841,2909.3,2012-01-01,2011-12-04
16866,55282,29087,1763.38,2014-01-01,2013-12-18
16867,34709,39214,531.1,2013-01-01,2013-01-08
16868,15394,21080,2020.78,2011-01-01,2011-01-03
16869,33342,3204,1892.82,2011-01-01,2010-12-03
16870,55601,13926,2108.36,2015-01-01,2014-12-31
16871,46870,41532,2518.91,2013-01-01,2013-01-21
16872,20512,42082,,2013-01-01,2013-01-22
16873,8651,19847,2917.75,2017-01-01,2017-01-18
16874,34472,7851,2615.63,2016-01-01,2016-01-22
16875,7126,43917,1646.66,2011-01-01,2011-01-22
16876,12596,5141,,2014-01-01,2013-12-15
16877,37937,46714,2810.36,2017-01-01,2017-01-13
16878,15039,53018,2238.69,2016-01-01,2015-12-21
16879,52245,23311,,2012-01-01,2012-01-02
16880,15609,631,2198.97,2015-01-01,2015-01-25
16881,54931,13761,2372.71,2010-01-01,2010-01-23
16882,56356,12911,2698.48,2011-01-01,2011-01-01
16883,8070,9227,1306.47,2011-01-01,2011-01-12
16884,8378,43564,1920,2017-01-01,2017-01-20
16885,30444,2796,530.65,2018-01-01,2018-01-07
16886,18898,12947,704.41,2011-01-01,2010-12-20
16887,2768,9921,822.87,2015-01-01,2015-01-06
16888,22501,25644,1820.24,2012-01-01,2011-12-28
16889,8182,41556,1015.35,2016-01-01,2015-12-27
16890,16390,3918,694.81,2012-01-01,2011-12-08
16891,9499,33582,1251.79,2015-01-01,2014-12-30
16892,51826,15757,2889.78,2015-01-01,2014-12-30
16893,28642,24122,1493.14,2013-01-01,2012-12-21
16894,45997,51226,732.6,2015-01-01,2014-12-16
16895,25330,26658,2820.36,2011-01-01,2010-12-04
16896,34722,18735,1741.97,2017-01-01,2017-01-20
16897,19002,52566,2703.25,2013-01-01,2013-01-23
16898,12155,42632,1587.56,2011-01-01,2011-01-06
16899,44666,21444,742.61,2014-01-01,2013-12-16
16900,52449,13790,608.38,2011-01-01,2010-12-19
16901,32743,365,973.86,2017-01-01,2016-12-07
16902,51971,14212,2616.05,2011-01-01,2011-01-30
16903,10118,13510,1402.35,2012-01-01,2012-01-28
16904,28174,39240,2431.15,2012-01-01,2011-12-10
16905,24114,19827,661.9,2012-01-01,2012-01-25
16906,34697,9122,,2014-01-01,2014-01-26
16907,10761,14699,1956.53,2013-01-01,2013-01-10
16908,41852,27427,2657.28,2012-01-01,2012-01-03
16909,42708,4461,2803.76,2015-01-01,2015-01-08
16910,39650,19115,852.67,2010-01-01,2010-01-10
16911,46286,53077,2403.43,2015-01-01,2015-01-11
16912,21229,20237,2314.24,2013-01-01,2013-01-18
16913,1722,28470,,2011-01-01,2010-12-28
16914,38166,33167,2815.29,2016-01-01,2016-01-19
16915,25539,22953,1279.33,2013-01-01,2012-12-14
16916,54770,1100,2972.17,2015-01-01,2014-12-18
16917,23693,22178,,2012-01-01,2011-12-06
16918,49679,27112,2097.78,2014-01-01,2013-12-13
16919,30044,18740,2277.56,2013-01-01,2013-01-16
16920,13971,36456,2590.12,2017-01-01,2017-01-06
16921,33904,21509,1481.46,2013-01-01,2012-12-15
16922,8794,28201,845.34,2018-01-01,2017-12-25
16923,46257,26337,1077.53,2015-01-01,2015-01-25
16924,30068,36308,1879.11,2015-01-01,2014-12-23
16925,47402,6866,1709.37,2013-01-01,2012-12-26
16926,3491,5283,1547.87,2018-01-01,2017-12-21
16927,21369,51307,951.26,2015-01-01,2015-01-06
16928,20763,30213,1300.77,2010-01-01,2010-01-25
16929,9357,17710,2412.36,2015-01-01,2015-01-30
16930,33987,31989,1478.62,2010-01-01,2010-01-14
16931,701,47365,2915.92,2012-01-01,2012-01-12
16932,39721,29045,581.41,2018-01-01,2018-01-12
16933,26822,12292,2724.68,2012-01-01,2012-01-08
16934,53485,14163,1127.07,2015-01-01,2014-12-12
16935,44689,37587,2741.42,2015-01-01,2014-12-08
16936,5125,48271,1188.1,2017-01-01,2017-01-20
16937,21231,51360,1631.17,2011-01-01,2011-01-06
16938,305,15284,,2011-01-01,2011-01-27
16939,40069,29570,2124.5,2018-01-01,2018-01-17
16940,16840,3109,838.39,2015-01-01,2014-12-19
16941,6124,13601,1669.56,2015-01-01,2015-01-13
16942,3390,5271,2421.66,2014-01-01,2014-01-13
16943,521,8464,653.8,2014-01-01,2014-01-23
16944,19361,11961,550.01,2016-01-01,2015-12-20
16945,8960,12090,,2013-01-01,2012-12-05
16946,40770,6306,1539.44,2017-01-01,2017-01-12
16947,23962,46800,923.32,2016-01-01,2016-01-15
16948,49900,43691,2512.62,2011-01-01,2011-01-24
16949,30580,26897,1557.81,2017-01-01,2016-12-18
16950,41306,52364,2049.58,2013-01-01,2013-01-15
16951,5390,48249,1050.79,2011-01-01,2011-01-09
16952,15863,24073,2324.36,2017-01-01,2017-01-30
16953,36581,41352,612.66,2013-01-01,2012-12-13
16954,35961,31519,2812.71,2014-01-01,2014-01-01
16955,9774,8393,536.71,2016-01-01,2015-12-14
16956,41136,207,,2017-01-01,2017-01-23
16957,42746,31292,,2010-01-01,2009-12-25
16958,14283,13518,2334.22,2013-01-01,2012-12-27
16959,53176,8921,1696.2,2011-01-01,2010-12-09
16960,41963,48966,747.14,2015-01-01,2014-12-27
16961,50241,25675,2354.72,2012-01-01,2011-12-19
16962,54863,40093,2954.99,2016-01-01,2015-12-09
16963,2652,27368,724.91,2011-01-01,2011-01-12
16964,54282,20394,761.69,2016-01-01,2015-12-05
16965,43625,42373,1769.96,2010-01-01,2010-01-04
16966,40106,33804,1575.46,2012-01-01,2011-12-06
16967,25460,4760,2220.95,2016-01-01,2015-12-25
16968,42269,34720,1753.79,2018-01-01,2017-12-05
16969,28783,28764,528.56,2014-01-01,2013-12-19
16970,20410,17041,2553.41,2013-01-01,2012-12-22
16971,47898,5401,2173.16,2016-01-01,2016-01-16
16972,47338,39700,1382.19,2010-01-01,2010-01-20
16973,17220,4584,2623.05,2017-01-01,2016-12-25
16974,45403,3776,1153.73,2016-01-01,2015-12-18
16975,20760,1167,2368.26,2014-01-01,2014-01-05
16976,4217,7729,2689.89,2014-01-01,2013-12-05
16977,28029,42283,,2017-01-01,2016-12-04
16978,54627,19445,1168.9,2016-01-01,2016-01-08
16979,24184,49577,1486.22,2011-01-01,2010-12-08
16980,27882,16848,2634.25,2015-01-01,2014-12-14
16981,6235,31381,678.71,2011-01-01,2010-12-24
16982,53015,27540,757.81,2017-01-01,2016-12-25
16983,6327,47264,2775.67,2017-01-01,2017-01-06
16984,46221,29410,1158.49,2014-01-01,2013-12-07
16985,48264,5278,584.88,2014-01-01,2014-01-27
16986,15963,27668,578.01,2012-01-01,2012-02-01
16987,23472,10849,963.78,2011-01-01,2011-01-15
16988,2309,35829,1300.16,2017-01-01,2017-01-13
16989,38016,27847,839.98,2010-01-01,2010-01-10
16990,28444,50844,594.39,2013-01-01,2013-01-28
16991,5421,11297,2498.17,2013-01-01,2013-01-29
16992,43172,35083,1999.64,2017-01-01,2016-12-26
16993,14173,34408,2696.17,2012-01-01,2011-12-21
16994,48186,24725,2205.42,2015-01-01,2014-12-23
16995,40886,9779,1153.41,2012-01-01,2011-12-21
16996,31309,6343,2141.71,2016-01-01,2016-01-18
16997,46386,12481,630.17,2012-01-01,2012-01-07
16998,54340,15901,,2010-01-01,2009-12-27
16999,9945,18346,2702.12,2015-01-01,2014-12-25
17000,52803,4455,925.45,2016-01-01,2016-01-11
17001,29608,21592,1856.16,2015-01-01,2014-12-03
17002,16599,28294,2966.07,2018-01-01,2017-12-13
17003,3194,49544,1760.07,2016-01-01,2015-12-30
17004,1364,41465,,2014-01-01,2013-12-23
17005,55306,1207,1856.77,2015-01-01,2014-12-15
17006,2636,48862,1754.86,2015-01-01,2015-01-31
17007,55324,11768,2928.49,2018-01-01,2018-01-09
17008,56275,50145,2443.9,2012-01-01,2012-01-31
17009,32745,46065,2587.03,2017-01-01,2017-01-07
17010,23933,47992,1410.57,2010-01-01,2010-01-18
17011,40121,18699,1700,2016-01-01,2016-01-04
17012,51257,13296,1657.87,2017-01-01,2017-01-20
17013,43309,43900,2933.03,2013-01-01,2012-12-07
17014,26502,37053,2933.63,2015-01-01,2015-01-15
17015,29477,3078,2246.43,2015-01-01,2015-01-14
17016,40746,12083,1789.19,2011-01-01,2011-01-08
17017,48704,25814,948.6,2012-01-01,2012-01-13
17018,14214,40869,2812.55,2015-01-01,2015-01-13
17019,14520,36705,1403.97,2014-01-01,2014-01-26
17020,35828,7925,1396.43,2015-01-01,2015-02-01
17021,22886,49366,2404.06,2015-01-01,2014-12-19
17022,45185,20612,1109.01,2017-01-01,2017-01-05
17023,2557,37905,2121.72,2012-01-01,2012-01-07
17024,26648,22966,901.23,2012-01-01,2012-01-17
17025,45404,17342,2691.16,2014-01-01,2014-01-16
17026,33335,52632,2508.2,2016-01-01,2016-01-07
17027,27522,42677,1934.28,2016-01-01,2015-12-26
17028,6276,27741,2149.37,2017-01-01,2017-01-10
17029,32369,16341,1002.57,2014-01-01,2014-02-01
17030,45901,5835,961.61,2013-01-01,2013-01-10
17031,31034,42247,2921.27,2015-01-01,2015-01-14
17032,8194,34416,2783.17,2014-01-01,2014-01-14
17033,43764,11461,,2016-01-01,2016-01-12
17034,49621,38324,1857.13,2012-01-01,2012-01-13
17035,27543,44025,1300.07,2017-01-01,2017-01-23
17036,17527,5298,1631.56,2017-01-01,2017-01-05
17037,18631,36605,1378.36,2014-01-01,2013-12-24
17038,33815,49315,978.94,2011-01-01,2011-01-28
17039,16990,41909,1052.34,2013-01-01,2012-12-28
17040,2479,13409,2431.09,2013-01-01,2013-01-31
17041,8244,47901,2060.53,2017-01-01,2016-12-15
17042,14970,23531,1244.01,2017-01-01,2017-01-16
17043,53930,44216,2895.88,2016-01-01,2016-01-19
17044,16628,14053,1642.87,2014-01-01,2013-12-08
17045,11378,13241,590.3,2011-01-01,2011-01-10
17046,48619,22272,2422.32,2016-01-01,2015-12-17
17047,33066,30366,1825.91,2017-01-01,2017-01-21
17048,30585,35412,536.77,2011-01-01,2010-12-29
17049,8975,1774,2274.47,2017-01-01,2017-01-27
17050,23550,20899,1527.61,2011-01-01,2011-01-04
17051,7146,25496,2637.17,2012-01-01,2011-12-28
17052,46397,44913,2432.52,2014-01-01,2013-12-21
17053,53309,34532,1783.18,2013-01-01,2013-01-24
17054,42670,13597,866.31,2014-01-01,2014-01-21
