SaleID,PropertyID,ClientID,AgentID,SalePrice,SaleDate,CommissionPercentage,TotalCommission
13927,40412,40367,51052,435000,2015-10-01,77.68,9031.9
13928,13748,35159,50150,324900,2013-06-10,60.22,
13929,19947,41316,48752,130000,2015-08-17,83.64,8796.97
13930,24240,31282,33037,210000,2014-12-16,37.88,9672.34
13931,31531,53108,52456,613000,2016-10-13,,684.28
13932,55718,4276,53832,315000,2016-08-01,17.05,9752.46
13933,11760,10567,5060,92500,2013-05-29,41.72,6365
13934,13068,38931,26548,204900,2014-08-19,46,12043.12
13935,26967,4199,4099,115000,2014-01-03,32.26,4970.22
13936,28877,39834,9882,400000,2014-12-18,16.64,10406.8
13937,7271,24199,17516,405000,2015-05-04,57.13,8440.17
13938,4931,37312,15898,190500,2013-11-14,60.61,4615.74
13939,19460,38467,13184,319000,2013-09-30,33.22,3324.67
13940,31902,10128,7922,169900,2013-05-03,74.8,
13941,3841,48158,48954,255000,2016-10-14,67.86,3432.57
13942,52095,48751,26011,220500,2015-06-22,45.33,8204.46
13943,56420,4794,23189,270000,2014-09-24,62.14,4700.89
13944,44126,1939,2235,340000,2014-07-31,90.98,7111.92
13945,50336,18595,23953,349000,2015-04-23,94.97,11466.97
13946,48729,27400,38823,135000,2014-03-04,29.67,719.43
13947,41832,21285,33508,335000,2014-12-08,48.14,
13948,18257,11886,9062,250000,2014-08-01,14.2,8501.75
13949,7172,6117,48886,336500,2016-08-02,29.58,4359.61
13950,31701,46855,47836,245000,2016-03-28,87.23,2255
13951,4440,51564,35996,300000,2013-04-12,63.75,13495.53
13952,25156,5589,49833,140000,2014-06-03,7.49,1502.37
13953,21813,37664,16122,324900,2013-12-12,58.71,6243.59
13954,49498,5124,52179,180000,2014-06-19,64.7,6020.09
13955,44651,30627,55897,202000,2014-02-27,28.29,8123.64
13956,13909,28129,5392,233622,2014-05-23,71.62,6453.47
13957,29482,30359,55368,275000,2016-03-01,3.14,4945.83
13958,13190,28443,55118,264900,2015-09-03,38.96,6232.09
13959,8067,41215,56370,269000,2015-07-06,85.39,6527.48
13960,3167,29888,34163,255000,2015-09-15,2.03,2944.69
13961,38326,33854,24663,185000,2015-04-17,58.65,
13962,8270,19606,4582,563000,2014-06-30,10.52,6512.69
13963,43228,32687,22630,439000,2014-11-14,16.05,2243.65
13964,2009,49025,7721,190000,2013-08-20,28,12751.92
13965,52601,14921,20699,125000,2015-04-02,99.74,5828.09
13966,17980,15933,48414,220000,2013-08-29,59.28,13408.25
13967,6953,2445,30084,460000,2015-06-30,81.62,14811.91
13968,6073,8480,47684,322000,2013-11-20,19.58,13103.87
13969,46996,29594,19258,820000,2016-09-16,0.46,4999.21
13970,32176,27732,54469,550000,2015-03-30,96.3,9425.97
13971,3556,24589,25134,550000,2015-03-30,23,11266.86
13972,38,26907,54434,925000,2013-08-29,17.05,11037.29
13973,35819,49633,52797,925000,2013-08-29,84.86,3186.92
13974,9329,15763,44898,925000,2013-08-29,97.73,
13975,12249,36769,11698,925000,2013-08-29,88.46,5123.23
13976,53709,37044,6851,450000,2015-09-14,82.92,
13977,14524,41995,33934,369000,2013-04-26,74.77,1561.29
13978,51003,18512,32866,180000,2014-07-30,27.89,14717.29
13979,10463,40712,536,315000,2013-11-26,80.17,4479.02
13980,2584,41178,49919,330000,2015-06-19,9.27,9858.3
13981,13804,45294,17077,332000,2014-07-21,68.49,5766.65
13982,15142,38110,13741,520000,2014-04-24,59.25,3458.76
13983,26119,17559,13866,308000,2013-09-23,42.25,4626.45
13984,42277,16138,19947,275000,2016-02-17,0.3,4858.5
13985,56304,19196,2068,612500,2016-02-19,63.95,14846.52
13986,4990,2586,4465,754900,2015-12-23,76.68,1323.78
13987,19415,19308,34967,257000,2015-09-09,,1657.81
13988,39532,45489,9845,650000,2016-06-15,66.95,5510
13989,23073,20799,56120,275000,2014-04-30,82.73,7728.09
13990,54207,22238,43858,455000,2014-07-15,73.71,10018.64
13991,24570,48862,55072,360000,2015-05-26,,8733.97
13992,1195,33817,49369,284500,2013-11-08,50.64,3447.16
13993,52145,29779,20382,465000,2015-11-06,6.32,1111.68
13994,20678,25815,28875,308000,2014-06-20,,2255.51
13995,27308,43563,44460,324900,2014-03-05,39.21,242.17
13996,11620,25211,20592,270000,2013-08-29,,1260.71
13997,4331,14299,10208,314900,2014-04-02,67.85,2519.17
13998,39385,17064,30682,250000,2013-04-02,93.42,
13999,9095,20689,3516,330000,2015-07-15,65.58,3774.81
14000,38900,47010,36375,400000,2015-09-29,63.22,7818.39
14001,6832,35377,43512,197000,2014-03-14,72.45,10636.7
14002,39853,36119,43753,260000,2016-03-28,17.62,14594.49
14003,51915,27097,12213,353000,2016-09-19,47.01,6651.79
14004,41384,44818,41573,212000,2014-09-30,70.55,
14005,54246,1652,48733,225000,2015-05-28,20.23,4089.31
14006,43348,795,858,310000,2016-09-28,68.28,
14007,46872,38977,24375,450000,2015-07-30,,7953.25
14008,20049,3457,31617,395000,2016-10-11,,3407.02
14009,47551,53569,13177,324500,2014-07-15,,10045.45
14010,34286,11284,37453,327000,2014-06-09,45.84,746.1
14011,33341,46319,5322,382500,2016-09-26,35.8,13035.3
14012,55132,9477,665,319000,2014-11-04,81.12,2402.31
14013,55712,9632,7427,335000,2015-01-09,68.78,
14014,22069,38319,15586,314900,2016-02-25,51.63,10867.26
14015,50645,35184,17586,238000,2013-02-15,30.74,761.08
14016,20710,3656,21125,265500,2014-07-18,37.29,10717.81
14017,42892,35494,41382,260000,2014-06-09,78.86,8953.04
14018,5772,9412,52569,310000,2016-09-19,,8544.25
14019,5634,41035,55636,228500,2014-10-13,6.82,7032.13
14020,5906,989,29512,240000,2015-01-28,26.08,12432.97
14021,32712,39749,5663,240000,2015-07-17,6.07,298.91
14022,9348,39250,2035,462800,2013-10-25,4.76,11397.24
14023,37617,7648,30384,550000,2016-08-18,86.5,7307.15
14024,44449,17284,37094,465000,2014-07-31,73.51,11115.25
14025,51431,26139,48784,579000,2016-01-29,82.03,6322.58
14026,23896,23422,10335,573000,2015-05-22,0.43,9672.61
14027,14808,32189,42061,475000,2013-11-21,1.03,991.73
14028,40051,30970,45582,550000,2014-07-29,57.16,
14029,18063,7258,6401,550000,2014-06-02,63.36,4292.07
14030,25327,25984,12235,789900,2015-08-27,23.69,3195.37
14031,36402,39171,30402,550000,2014-06-02,25.01,766.19
14032,21545,43312,29554,610000,2016-01-21,28.97,12960.47
14033,15773,8445,41377,275000,2015-09-22,14.13,8782.37
14034,26661,32145,29101,550000,2014-06-02,51.54,10345.61
14035,23099,32470,47742,275000,2015-09-22,57.27,6624.67
14036,24295,26959,839,550000,2014-06-02,62.46,8358.01
14037,9587,50303,40106,275000,2015-09-22,57.13,10784.68
14038,22054,9466,14857,550000,2014-06-02,94.81,4180.47
14039,12563,51963,847,550000,2014-06-02,64.09,7676.49
14040,13554,5238,29625,550000,2014-06-02,3.66,7867.68
14041,30729,11261,40945,649900,2016-08-16,53.37,13880.12
14042,29487,44870,25313,550000,2014-06-02,60.9,8624.67
14043,53742,8926,54770,1050000,2016-10-19,94.94,6296.9
14044,5611,21632,39601,246225,2015-04-02,0.13,11169.11
14045,52788,40251,9678,350000,2015-05-19,73.4,
14046,12426,5880,11973,139900,2013-06-20,16.97,11552.6
14047,23450,14072,36367,315000,2015-10-15,96.39,
14048,47580,43347,24934,280000,2015-07-31,20.69,9274.72
14049,45608,2519,3221,312000,2015-12-16,57.43,6012.18
14050,7877,27290,48485,208000,2013-05-16,,7209.65
14051,25938,4169,48517,262000,2015-07-24,78.07,8603.2
14052,36695,49128,27927,275000,2014-12-12,4.28,3233.71
14053,52313,50088,24504,381500,2015-06-22,80.19,
14054,3258,36281,40797,232000,2016-10-04,78.98,13724.95
14055,29126,11864,33814,200000,2015-01-05,54.01,1377.34
14056,4229,46475,37049,221000,2016-02-19,2.78,3914.87
14057,34418,1932,47912,163000,2013-04-12,42.18,4521.38
14058,16851,30519,44939,286995,2015-01-02,65.25,269.25
14059,20619,41981,10534,167000,2013-09-18,96.27,7642.67
14060,10356,3559,49175,435000,2014-07-15,71.72,6253.68
14061,34831,23437,55826,735000,2016-08-15,24.11,3306.22
14062,42250,25259,24760,197500,2013-12-06,88.16,736.8
14063,50968,50360,36884,199000,2013-12-06,,4740.35
14064,14803,19590,53119,199000,2014-04-30,76.57,14376.81
14065,41520,40950,3354,199000,2013-12-27,67.98,1341.13
14066,42830,35646,49440,298000,2016-09-30,8.37,3673.81
14067,40189,53267,14348,185000,2013-06-24,,13832.83
14068,23499,27000,48426,246000,2015-03-02,58.21,824.06
14069,37854,15811,10307,195000,2013-10-15,10.29,11005.04
14070,19372,37137,5569,185000,2013-07-26,47.25,3292.15
14071,25039,53732,36983,199000,2014-01-03,86.9,10638.7
14072,4786,15040,48105,190550,2013-08-02,78.5,7567.72
14073,47022,41469,33006,199000,2013-12-06,12.98,11137.34
14074,13660,15478,39185,415000,2014-02-13,4.05,14611.3
14075,21728,5339,7773,430000,2014-03-05,67.53,14365.26
14076,23969,574,47343,320000,2014-02-28,29.82,12325.09
14077,2883,27911,13853,317500,2014-04-17,4.64,1397.84
14078,38940,26993,32199,315000,2014-01-30,29.44,13173.68
14079,38572,2491,1641,320000,2014-05-08,48.11,11595.95
14080,53975,42174,25129,320000,2013-07-30,16.86,3656.61
14081,41275,9301,14893,320000,2014-01-17,46.13,14565.27
14082,27311,35196,43895,320000,2013-10-14,35.33,11377.59
14083,47910,2259,45721,320000,2013-10-18,,3956.81
14084,53802,20256,5675,317500,2014-04-23,39.35,
14085,35415,2148,26578,405000,2016-09-30,68.55,14735.08
14086,22147,8984,53579,317500,2014-01-10,17.67,10887.52
14087,44123,45079,56202,289000,2014-07-18,4.27,5846.13
14088,34729,41517,18833,280000,2014-05-29,65.67,130.8
14089,14024,46487,50053,280000,2014-08-14,16.64,13442.55
14090,10543,9295,16732,384000,2016-09-16,41.43,
14091,10827,15350,44649,420000,2013-07-26,4.2,12717.88
14092,9953,38928,33627,420000,2013-12-20,79.94,645.23
14093,13335,49960,15913,565000,2016-07-07,61.01,7024.33
14094,52214,26634,8671,373000,2013-08-02,10.67,2067.7
14095,15667,18237,44356,445000,2016-01-06,0.44,6638.45
14096,647,3957,50965,375000,2013-12-11,48.78,
14097,48661,46208,2429,379000,2013-12-27,64.58,8545.54
14098,20850,19547,8740,379000,2014-01-31,71.53,7763.65
14099,14223,12680,10923,449900,2016-02-26,63.39,6551.49
14100,4762,20929,16775,372000,2013-09-24,74.28,13772.71
14101,45643,16744,33964,382000,2013-07-11,43.22,11477.6
14102,19116,3428,33161,384000,2013-07-05,2.2,13213.14
14103,39759,47713,3058,462781,2014-09-26,92.95,
14104,22620,19235,44523,1075000,2015-04-13,72.48,3845.83
14105,30712,38726,7511,446175,2014-11-04,61.64,8975.65
14106,55385,2819,22944,425259,2014-09-30,21.36,512
14107,33106,1393,51769,553016,2014-10-30,57.01,13776.9
14108,2803,47673,54798,867500,2016-08-31,94.96,5121.59
14109,17301,39124,51661,968919,2014-12-10,28.85,13314.32
14110,11511,39864,35805,309500,2013-08-28,55.33,3522.15
14111,7790,41934,28510,360000,2014-08-06,70.88,5188.81
14112,36985,44228,48725,415000,2015-06-25,6.63,10558.65
14113,45594,6184,22834,432000,2015-11-12,29.55,
14114,43657,50946,20732,330000,2014-10-24,41.15,4543.92
14115,29270,5751,13129,321000,2014-07-10,10.34,10891.22
14116,34189,1198,12867,334500,2014-09-04,59.78,2419.15
14117,47515,49156,36212,330000,2015-05-08,10.71,1997.65
14118,12582,2512,16920,401000,2015-09-02,1.91,9396.16
14119,8590,16001,41197,302500,2013-10-30,7.24,3483.66
14120,11256,38443,34763,425000,2016-09-29,60.83,5907.65
14121,7440,14285,44056,418000,2014-02-25,15.62,6814.94
14122,24538,34059,25643,520000,2016-08-02,89.68,11587.86
14123,20552,33042,25119,422000,2014-06-25,14.6,1801.98
14124,55098,21881,9724,209000,2015-09-25,11.74,8233.68
14125,30464,39884,17465,175000,2015-09-01,79.08,8691.88
14126,3043,10356,55626,192158,2015-09-01,59.66,127.27
14127,45019,45573,9753,253394,2015-08-26,81.43,12281.49
14128,45442,26284,48288,246855,2015-08-27,13.17,2212.1
14129,15569,24683,33675,289792,2015-09-11,34.16,4760.21
14130,21151,27043,10408,290123,2015-09-01,68.65,109.07
14131,55567,1128,32455,235736,2015-08-26,57.76,4147.74
14132,11559,27023,5165,232063,2015-08-28,83.7,3903.59
14133,48453,20290,54558,248055,2015-09-16,55.91,2601.77
14134,16451,18399,25375,266369,2015-09-17,38.25,
14135,7540,23880,27454,258294,2015-09-04,13.89,10533.95
14136,34788,31018,16819,238503,2015-07-29,87.2,9195.46
14137,4924,25946,18010,229115,2015-07-28,38.38,8735.54
14138,31267,6736,53456,235278,2015-08-26,25.42,6678.37
14139,33082,40997,37456,190355,2015-07-28,61.91,2917.52
14140,12,26384,4652,239000,2015-08-07,19,12792.42
14141,17212,34337,44189,244000,2015-09-25,0.2,12471.37
14142,55725,29938,20908,282166,2015-07-28,23.39,11744.91
14143,7488,5429,52549,199923,2015-08-07,22.15,5606.1
14144,49557,30048,2344,297160,2015-07-28,90.6,7544.34
14145,23962,44322,48653,359000,2015-08-24,62.72,4300.9
14146,868,29476,41980,375000,2015-07-29,7.24,14824.17
14147,42571,53269,16203,175000,2015-08-07,56.73,6860.49
14148,30056,18094,17021,199703,2015-07-30,47.48,12654.55
14149,42991,34182,2026,1150000,2015-01-27,4.53,7388.72
14150,27692,39565,53556,2200000,2015-09-14,78.77,
14151,50402,36565,40262,1150000,2015-01-27,72.36,955.62
14152,46791,53288,45448,2200000,2015-09-14,43.01,7917.29
14153,28282,29067,36276,1150000,2015-01-27,89.68,4999.98
14154,35297,31240,12019,2200000,2015-09-14,45.61,8898.26
14155,931,17932,1888,1150000,2015-01-27,29.25,4141.58
14156,20845,2506,4429,2200000,2015-09-14,89.58,4379.13
14157,30345,4175,9753,1150000,2015-01-27,96.42,7967.65
14158,25169,34010,15756,2200000,2015-09-14,88.34,1290.16
14159,5562,31978,46205,1150000,2015-01-27,65.44,8649.94
14160,13536,28315,27911,2200000,2015-09-14,72.66,3529.09
14161,34153,1021,37705,1150000,2015-01-27,37.48,7101.34
14162,54887,3889,43822,2200000,2015-09-14,1.51,11306.91
14163,55645,8747,34848,1150000,2015-01-27,17.23,
14164,42821,19268,14099,2200000,2015-09-14,61.96,12330.4
14165,37892,34359,55413,1150000,2015-01-27,37.27,2541.76
14166,14068,14328,7628,2200000,2015-09-14,66.2,
14167,53880,37634,35161,1150000,2015-01-27,44.14,3319.47
14168,24056,34366,13048,2200000,2015-09-14,73.32,11807.43
14169,29813,40971,54436,229900,2014-12-17,18.39,
14170,50552,28646,30876,83000,2014-05-09,64.96,9369.23
14171,7274,48202,51165,245000,2015-05-12,96.74,9197.39
14172,20380,35583,53047,249725,2016-02-26,68.7,4850.56
14173,29212,41932,5189,183000,2013-01-18,23.04,180.64
14174,27830,12882,6720,370000,2015-10-13,77.46,8725.44
14175,25279,48389,46710,67500,2013-10-03,23.33,13706.8
14176,42695,5825,23329,265000,2016-10-28,33.4,7901.69
14177,51282,21060,7745,31500,2013-03-29,29.18,
14178,39580,36609,53603,275000,2013-08-02,78.2,9605.51
14179,3266,10090,52659,159900,2013-06-27,42.12,960.38
14180,34124,11603,18010,245000,2013-09-27,63.24,6103.49
14181,24705,37123,46474,181000,2013-07-26,95.92,9513.41
14182,56300,39471,11561,199900,2013-06-26,9.34,
14183,2192,49467,39220,175000,2015-06-12,21.44,13668.6
14184,38456,52563,13007,352975,2016-04-29,10.35,5577.1
14185,37783,12464,3068,47000,2013-11-04,54.92,12505.52
14186,18235,11082,31453,47000,2013-11-04,45.47,11680.81
14187,8886,45372,55529,424900,2016-08-15,4.96,11293.83
14188,27107,18323,12159,167000,2015-05-05,38.8,1904.18
14189,9127,243,46460,125000,2014-12-10,24.31,6069.52
14190,54800,1959,24438,129000,2014-11-03,31.69,1424.13
14191,33388,48937,21819,285000,2016-03-24,98.18,2232.21
14192,38316,46054,13426,60000,2013-03-08,68.1,9488.72
14193,14190,6368,33912,180000,2016-04-04,50.75,14724.01
14194,35427,25427,55600,285000,2016-04-08,49.05,
14195,37165,9629,47101,230000,2016-04-14,39.27,12382.06
14196,34759,40624,3911,81759,2013-05-17,84.81,7537.2
14197,22277,43193,51399,260000,2015-12-21,,10048.45
14198,7462,2925,11392,445000,2015-06-04,45.11,6786.94
14199,6838,35317,15402,293000,2016-07-05,43.98,3246.68
14200,6385,50172,41540,87500,2015-06-10,15.2,4865.05
14201,41309,37962,21742,455000,2015-11-10,78.38,8161.7
14202,37449,14809,6910,55000,2013-07-12,49.7,1658.73
14203,49793,53278,18187,140000,2016-04-04,97.31,8970.61
14204,30277,19700,36204,170000,2015-09-14,87.7,5639.31
14205,17994,39385,36475,340500,2016-04-29,61.07,12619.82
14206,16938,4303,920,102000,2013-06-27,53.4,11820.16
14207,49335,39735,19804,125000,2013-05-02,74.53,8903.26
14208,19138,23786,32131,90000,2013-11-21,45.13,10146.98
14209,47425,946,39310,240000,2014-04-18,40.39,9454.56
14210,14582,19227,24195,143400,2013-10-16,11.4,5488.59
14211,44638,7567,55711,74500,2013-08-30,57.81,6103.27
14212,19621,26533,26595,185000,2015-11-02,64.47,10998.71
14213,47617,31308,28209,111000,2013-07-26,18.46,728.86
14214,47895,44371,20110,239615,2014-06-30,32.29,7562.96
14215,52907,24840,45161,234500,2015-08-28,98.07,1611.35
14216,44336,16459,2861,285000,2016-03-16,99.61,10845.66
14217,18513,8481,31198,355000,2014-06-10,1.85,
14218,36501,18153,1688,210000,2015-07-30,51.81,7111.22
14219,48505,27782,37227,189900,2013-09-13,94.01,
14220,38974,14309,43403,195500,2013-06-28,31.7,932.87
14221,17341,33267,50174,171000,2016-03-18,24.4,14205.6
14222,11470,27889,43513,112500,2015-10-27,74.82,14990.1
14223,24472,804,14361,149000,2016-02-10,28.39,1129.79
14224,33555,27243,5139,155000,2015-07-03,43.73,8069.6
14225,49016,16971,50492,225000,2015-06-12,23.68,10119.32
14226,37722,31306,9997,120000,2015-09-10,20.84,6067.56
14227,45216,34127,51517,392500,2016-05-27,43.33,14915.69
14228,1627,15705,24827,340000,2016-06-24,48.56,4168.88
14229,55683,46409,38919,240999,2015-06-18,16.07,7406.86
14230,17962,9819,41097,50000,2013-05-31,62.76,13715.26
14231,26312,349,18131,175100,2013-06-01,77.67,1896.3
14232,34521,48234,7141,20000,2013-03-08,35.01,14210.11
14233,15364,32251,52837,950000,2013-08-30,11.32,7009.28
14234,7250,19127,46737,39000,2013-03-21,2.59,2030.29
14235,17823,8487,14261,230000,2013-07-31,4.2,3114.07
14236,46775,44179,22496,130000,2016-10-14,80.11,205.63
14237,8194,38778,24502,123000,2015-11-02,3.4,11412.74
14238,7334,14285,2187,125000,2014-07-21,77.73,1075.92
14239,13655,15857,13055,270000,2015-06-17,88.66,3102.87
14240,6818,20792,13318,229900,2013-08-28,75.18,5016.47
14241,1713,38157,55105,950000,2013-08-30,57.52,986.72
14242,2755,48295,12220,199900,2015-06-05,41.92,6635.85
14243,30392,41078,42326,185450,2013-09-23,11.97,4124.18
14244,40383,34364,28577,198533,2014-08-19,98.61,8835.52
14245,48576,262,4997,207900,2016-03-17,43.43,13140.39
14246,14149,15198,1561,195000,2014-08-27,85.68,9880.46
14247,19803,8654,26747,210000,2015-11-19,45.54,12206.11
14248,14712,4852,5694,181250,2013-06-03,44.03,10766.83
14249,23805,14467,23616,201600,2014-09-15,33.06,12834.85
14250,47863,37043,249,202700,2014-12-23,8.03,634.46
14251,40120,19574,36305,195000,2014-11-07,86.57,8077.87
14252,27641,37933,44588,265000,2016-08-18,20.21,13124.43
14253,42392,14755,40753,179000,2016-01-20,34.12,2259.1
14254,9081,43730,8698,188000,2014-09-30,87.55,7180.57
14255,34745,12009,13183,199500,2015-05-11,52.38,1369.87
14256,32221,31291,39022,215000,2016-05-16,90.42,
14257,24901,18566,45863,209900,2015-08-19,34.51,2118.23
14258,14384,1586,7840,200300,2015-07-31,91.36,6338.99
14259,19724,53473,35774,200000,2015-05-21,25.95,5448.65
14260,10970,51037,38759,243500,2015-06-19,21.29,4440.23
14261,37852,29058,51317,193000,2015-01-05,69.37,1817.81
14262,14732,1597,54667,203500,2015-03-13,95.06,9815.52
14263,14004,24869,32780,214000,2016-05-03,25.93,13264.69
14264,5455,39285,17414,214000,2016-05-03,17.68,1381.84
14265,21986,3997,30770,187000,2013-09-20,61.68,14680.97
14266,3077,41313,53121,228000,2014-08-19,66.42,2854.59
14267,38020,43593,23257,190000,2014-04-04,58.97,12743.45
14268,15643,37025,56141,225000,2016-05-19,73.66,4237.57
14269,21251,36340,20448,200000,2013-10-11,6.52,10562.99
14270,18229,44055,23170,204900,2013-11-04,15.06,
14271,53122,43456,3320,279900,2016-08-29,76.6,
14272,27624,22815,4935,195000,2013-10-17,81.19,5942.04
14273,37251,32032,40161,14100000,2015-07-14,,11634.16
14274,38886,23305,552,14100000,2015-07-14,38.89,10587.07
14275,35472,50872,43011,14100000,2015-07-14,19.81,7129.21
14276,16669,28273,24052,14100000,2015-07-14,34.2,11174.26
14277,41932,27171,40165,14100000,2015-07-14,,14615.82
14278,54926,25213,40057,14100000,2015-07-14,73.41,14481.48
14279,35926,25194,25095,14100000,2015-07-14,11.56,9103.36
14280,27777,46525,38989,14100000,2015-07-14,45.47,10209.86
14281,6185,51347,48052,14100000,2015-07-14,16.44,13051.74
14282,28972,50162,38102,14100000,2015-07-14,67.19,3567.39
14283,51701,53527,38471,14100000,2015-07-14,73.53,1677.45
14284,342,48445,30940,14100000,2015-07-14,67.43,14297.63
14285,8548,19274,5534,14100000,2015-07-14,3.79,3039.47
14286,33788,46675,9147,14100000,2015-07-14,56.45,14043.84
14287,11991,9591,2984,14100000,2015-07-14,5.67,6839.81
14288,14217,16252,22070,14100000,2015-07-14,21.68,1922.71
14289,35547,30874,13983,14100000,2015-07-14,1.7,4002.05
14290,54664,36319,12726,14100000,2015-07-14,22.1,2990.55
14291,12496,17229,54551,14100000,2015-07-14,90.49,10062.37
14292,6797,32967,26243,14100000,2015-07-14,41.88,8931.27
14293,8030,31797,37024,14100000,2015-07-14,19.4,4926.23
14294,54462,11601,6930,14100000,2015-07-14,14.88,9050.17
14295,41814,39394,53386,14100000,2015-07-14,58.59,12056.18
14296,37199,17434,30780,299900,2015-03-26,79.94,4538.92
14297,15038,42619,41022,287900,2015-03-23,65.24,11048.81
14298,46659,42141,43494,284900,2015-03-13,95.27,3591.35
14299,2452,51272,51684,105000,2014-09-16,36.09,2381.51
14300,44156,3924,14409,389900,2015-06-03,46.74,579.85
14301,50803,44151,12684,105000,2014-09-16,86.96,5716.05
14302,23433,41243,46980,389900,2015-06-19,75.05,910
14303,12620,13522,23321,515000,2016-06-23,77.08,8630.53
14304,56411,45406,40262,412425,2016-03-17,77.69,898.33
14305,20585,20462,42077,424922,2016-08-24,71.91,2256.01
14306,22308,1272,10552,431500,2016-03-18,44.03,10107.91
14307,51225,28573,44427,367977,2016-03-28,35.35,13139.91
14308,48556,11444,6186,459000,2016-09-30,,7443.97
14309,32246,11857,34795,289900,2014-09-12,95.46,
14310,56071,23114,36318,385000,2016-07-25,41.24,10133
14311,37612,42065,44671,106000,2013-03-08,36.01,11111.74
14312,48914,35650,28379,241000,2013-07-26,53.28,9003.02
14313,44219,45864,50028,30000,2013-05-15,84.68,13129.63
14314,53140,4204,2222,436504,2014-12-19,71.4,2044.07
14315,20675,9324,53537,130000,2013-08-15,6.24,9308.96
14316,31017,34209,8998,235000,2013-10-18,86.88,6651.64
14317,36489,34059,16999,306000,2015-06-09,0.09,14049.41
14318,36808,3883,21116,183000,2013-07-31,19.99,10368.84
14319,17825,20402,1618,341000,2014-02-14,37.63,10010.96
14320,39243,46046,927,210500,2013-08-16,88.5,2233.78
14321,6437,8804,19103,384000,2016-09-23,97.86,
14322,42086,52385,32956,262000,2013-12-30,37.18,
14323,51341,47705,54481,322500,2016-02-18,42.07,4745.35
14324,2156,18925,27478,222000,2013-08-30,71.45,9449.1
14325,5513,43519,44547,126000,2015-09-22,38.38,3940.75
14326,14601,47358,38078,870000,2016-08-01,24.37,14806.22
14327,14327,11097,1331,332000,2015-06-08,95.91,
14328,44833,10527,2976,400000,2016-05-31,8.9,5465.85
14329,27141,4120,38430,416000,2016-06-28,92.94,2355.06
14330,44451,7435,8559,280000,2016-09-14,76.67,12470.69
14331,28080,3082,6014,280000,2016-09-14,11.88,12554.71
14332,7268,20263,36371,270000,2014-07-18,35.77,8597
14333,2650,11907,2625,283330,2015-07-31,86.87,8649.29
14334,13114,53205,35168,300000,2016-01-29,55.2,3728.03
14335,21806,44268,16731,205000,2013-08-01,76.55,11865.58
14336,46308,52876,47175,250000,2014-09-03,43.36,14343.73
14337,39438,44438,7238,284000,2015-06-16,60.98,14662.45
14338,18649,51993,33744,291500,2015-04-24,44.44,5811.3
14339,25380,30935,55531,269000,2015-06-04,83.75,12328.95
14340,35903,17923,33323,193000,2013-08-30,2.32,13651.62
14341,48393,36546,41925,259000,2013-11-15,39.61,4614.68
14342,42808,47850,31197,215000,2014-02-26,66.51,3202.47
14343,35063,46499,29026,330000,2016-05-18,95.07,
14344,53445,12804,31130,340000,2016-04-08,74.44,4070.45
14345,35836,20049,26575,190000,2013-07-05,11.65,3154.07
14346,14914,20581,36952,220000,2013-10-23,42.42,
14347,40763,47969,21472,248000,2013-11-15,2.19,360.03
14348,40400,14860,51476,245000,2014-07-01,90.32,8160.2
14349,164,30311,14572,319500,2016-05-05,,7887.44
14350,53739,8928,53851,230000,2013-08-30,20.91,8796.38
14351,14637,28401,9953,202000,2013-02-15,17.58,611.34
14352,50696,41217,52657,247000,2013-09-09,37.24,14975.55
14353,4101,28083,55744,250000,2013-10-28,89.09,10591.08
14354,43652,25665,49847,339900,2014-09-17,74.34,5834.44
14355,30256,53704,24070,300000,2013-06-04,,1540.82
14356,15210,9724,40803,385000,2015-03-31,60.3,10110.68
14357,27504,45837,861,298000,2013-06-18,13.19,9440.73
14358,54207,27028,12038,310000,2013-12-06,97.26,
14359,37040,44932,19413,315000,2014-03-29,54.3,8809.39
14360,49560,8588,45730,176000,2013-12-18,67.45,8659.12
14361,47253,40202,10596,230000,2016-05-05,83.15,3832.59
14362,49915,42574,14518,195000,2014-07-18,61.56,4951.89
14363,20786,37710,24756,215000,2014-07-29,16.64,5539.1
14364,9103,4241,7392,167500,2013-06-03,96.33,13275.78
14365,38780,37919,19598,224000,2015-11-30,81.98,2866.29
14366,17602,24584,25720,212500,2014-10-31,2.6,4643.66
14367,17625,10879,5128,239000,2016-07-15,88.88,3065.7
14368,49424,39928,41819,210000,2014-08-08,99.13,13697.3
14369,40292,44537,29628,212500,2014-10-30,8.92,5971.88
14370,18358,38341,33603,250000,2013-08-29,14.58,5155.91
14371,9260,24350,11191,345000,2016-05-13,3.72,786.09
14372,13400,42500,5993,350000,2016-06-22,73.5,6764.74
14373,8226,14595,19463,345000,2015-11-20,45.11,
14374,14748,50827,53556,340000,2015-01-23,16.44,4432.12
14375,15071,18838,9439,320000,2013-04-11,90.94,
14376,13318,24223,40589,380000,2014-08-15,94.73,10707.76
14377,48078,48904,47851,325500,2013-07-26,63.43,13763.37
14378,221,19018,41138,310000,2015-05-14,56.02,
14379,47681,38995,13286,388000,2015-09-18,2.56,9353.59
14380,1056,25623,25414,388000,2015-02-13,61.06,12305.53
14381,32385,7378,30892,455000,2016-10-14,99.03,
14382,55967,26027,43813,208000,2014-09-29,53.29,14497.58
14383,39903,42720,45173,195000,2014-05-06,79.04,61.1
14384,38218,17961,23656,203500,2014-02-13,35.53,10688.87
